output/traj10_set0_rep0_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set6_rep9_counts.csv:1466,8640,826,29,23,30,41,1297,753,0.5042514596106143,0.9894220973148111,0.7790492751676179,0.6540449345019184
output/traj15_set6_rep9_counts.csv:1649,8640,824,33,25,35,36,1218,696,0.5094040242093791,0.9903837248316464,0.7929430024754284,0.6484592593136753
output/traj15_set6_rep9_counts.csv:1832,8640,837,24,30,38,25,1246,759,0.46238767976718986,0.9909082489317389,0.7234616077208278,0.6449698724379427
output/traj15_set7_rep0_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set7_rep0_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set7_rep0_counts.csv:183,8640,800,24,32,39,34,1252,501,0.5356766320576962,0.9916076143985277,0.7528160890816996,0.7178271354129132
output/traj15_set7_rep0_counts.csv:366,8640,847,20,21,44,32,1225,529,0.5608661689156424,0.9892044748365741,0.814028685552247,0.6966139205615024
output/traj15_set7_rep0_counts.csv:550,8640,798,21,28,36,35,1264,499,0.5413452802462706,0.9905585661983436,0.8022778700809947,0.6812144868656599
output/traj15_set7_rep0_counts.csv:733,8640,917,28,32,37,42,1266,522,0.50131123639439,0.9901874929091794,0.758902814769585,0.6673314376098163
output/traj15_set7_rep0_counts.csv:916,8640,818,21,22,31,38,1260,531,0.49150359515269987,0.9909082489317387,0.7466966558803655,0.6643256318629022
output/traj15_set7_rep0_counts.csv:1099,8640,719,29,31,31,18,1208,509,0.5170322159219676,0.9914988031594092,0.7869476847899524,0.6626431192394175
output/traj15_set7_rep0_counts.csv:1283,8640,836,36,25,26,38,1250,487,0.49013366193720176,0.9895095179981596,0.7581511252657623,0.6534289892958556
output/traj15_set7_rep0_counts.csv:1466,8640,841,19,20,35,27,1313,527,0.5070059776803421,0.9904711455149949,0.7813015220203487,0.6550296328992761
output/traj15_set7_rep0_counts.csv:1649,8640,793,37,24,37,28,1229,532,0.48867174905727545,0.9907352660253097,0.766896994929526,0.6432946297787192
output/traj15_set7_rep0_counts.csv:1832,8640,850,35,27,44,31,1187,489,0.4875354307517662,0.9902963041482982,0.777840512881982,0.6327674344132531
output/traj15_set7_rep1_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set7_rep1_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set7_rep1_counts.csv:183,8640,780,28,36,29,27,1305,508,0.5284050529452036,0.9895095179981598,0.7423123546542798,0.7195912873465239
output/traj15_set7_rep1_counts.csv:366,8640,822,24,30,34,31,1230,537,0.48693025515627075,0.9913239617927119,0.6983664213287593,0.7034998961265977
output/traj15_set7_rep1_counts.csv:550,8640,815,24,20,42,33,1283,526,0.49706093396113654,0.9905157850868042,0.7234303590643536,0.6933889369392594
output/traj15_set7_rep1_counts.csv:733,8640,787,23,29,35,30,1307,555,0.5284154761584798,0.9909082489317383,0.7967614464289086,0.6693083849730006
output/traj15_set7_rep1_counts.csv:916,8640,815,23,28,26,32,1240,527,0.49584587657472756,0.9913453523484821,0.7592270764896427,0.6591574096578923
output/traj15_set7_rep1_counts.csv:1099,8640,814,30,18,43,31,1246,510,0.504724656019087,0.9910616997426657,0.7928117037492021,0.6425349821844817
output/traj15_set7_rep1_counts.csv:1283,8640,820,33,29,25,40,1240,469,0.47641280911861617,0.9898592007315545,0.7534046697299801,0.6388174428305368
output/traj15_set7_rep1_counts.csv:1466,8640,924,21,21,35,28,1265,528,0.44216777184589423,0.9903623342758764,0.7015542206303365,0.6364653475413014
output/traj15_set7_rep1_counts.csv:1649,8640,823,27,18,30,27,1271,522,0.4868170745094756,0.9894007067590409,0.7840743631601181,0.6273211613953786
output/traj15_set7_rep1_counts.csv:1832,8640,781,27,18,32,31,1292,533,0.4785174482576758,0.9897289989366653,0.7700332034194983,0.6276812370701831
output/traj15_set7_rep2_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set7_rep2_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set7_rep2_counts.csv:183,8640,807,33,23,36,38,1241,519,0.5416116657453495,0.9902749135925275,0.7618269572880314,0.7182513259429248
output/traj15_set7_rep2_counts.csv:366,8640,789,26,14,34,27,1281,528,0.45605846202196343,0.9893793162032712,0.6604230327896268,0.6978242329683777
output/traj15_set7_rep2_counts.csv:550,8640,835,17,24,30,40,1313,540,0.518166046409564,0.9897717800482052,0.7726604097606122,0.6777781936208215
output/traj15_set7_rep2_counts.csv:733,8640,790,21,20,35,37,1277,512,0.4435310837463865,0.9902749135925271,0.6689237307023234,0.6696102621381848
output/traj15_set7_rep2_counts.csv:916,8640,843,20,22,26,30,1258,508,0.4544603122584644,0.989946621414903,0.6950467616260764,0.6606412855006025
output/traj15_set7_rep2_counts.csv:1099,8640,772,26,19,33,30,1257,506,0.5114597673513156,0.9895095179981607,0.8018432348660874,0.6447774191510592
output/traj15_set7_rep2_counts.csv:1283,8640,829,21,28,29,31,1199,532,0.48831284965231186,0.9910830902984361,0.7835893370547584,0.628668181920408
output/traj15_set7_rep2_counts.csv:1466,8640,838,29,29,25,47,1242,490,0.4274213809288798,0.9907120170092709,0.702938870739323,0.6137801546690004
output/traj15_set7_rep2_counts.csv:1649,8640,818,21,24,41,33,1242,514,0.45322319745873146,0.9901214627816002,0.7547083681143905,0.6064164970999256
output/traj15_set7_rep2_counts.csv:1832,8640,820,24,27,34,39,1211,505,0.41721327866362484,0.9897503894924354,0.6982067539245429,0.6033843326344823
output/traj15_set7_rep3_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set7_rep3_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set7_rep3_counts.csv:183,8640,796,37,22,36,36,1223,495,0.5102435741735627,0.9916736445261062,0.7124985953589207,0.7220101283713098
output/traj15_set7_rep3_counts.csv:366,8640,782,30,22,33,27,1269,535,0.49867666313187287,0.9910616997426658,0.7099716145818299,0.7085712248942068
output/traj15_set7_rep3_counts.csv:550,8640,744,27,27,29,25,1245,532,0.46226687018444185,0.9905371756425739,0.6728422524442621,0.6936820640238984
output/traj15_set7_rep3_counts.csv:733,8640,803,31,35,35,36,1258,511,0.4959396376575168,0.9909528885035469,0.7307999231179098,0.6850351081638462
output/traj15_set7_rep3_counts.csv:916,8640,835,28,13,28,42,1216,514,0.5330325617486127,0.9907994376926198,0.7982903152023673,0.6741178395746042
output/traj15_set7_rep3_counts.csv:1099,8640,746,27,21,41,30,1235,493,0.5030512221342678,0.9912579316651334,0.7600689819315971,0.6676383657370158
output/traj15_set7_rep3_counts.csv:1283,8640,777,22,29,36,33,1223,484,0.47546270264671275,0.9902088834649493,0.7313852012268675,0.6564885088517086
output/traj15_set7_rep3_counts.csv:1466,8640,755,28,21,32,24,1234,473,0.49296627549616245,0.9903837248316466,0.7653259534892137,0.6503233446188145
output/traj15_set7_rep3_counts.csv:1649,8640,828,27,26,38,27,1247,517,0.510981888291365,0.9902749135925277,0.7988813525021425,0.6459222874529321
output/traj15_set7_rep3_counts.csv:1832,8640,815,23,22,44,29,1240,525,0.5085658442877304,0.9895095179981598,0.7803619724746904,0.6585331621555869
output/traj15_set7_rep4_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set7_rep4_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set7_rep4_counts.csv:183,8640,756,22,21,27,29,1280,547,0.5176483896762922,0.9905585661983438,0.7265054397787772,0.7195585208118166
output/traj15_set7_rep4_counts.csv:366,8640,845,35,20,34,30,1277,527,0.51545967175813,0.9905585661983441,0.7365680566006618,0.7065501963973119
output/traj15_set7_rep4_counts.csv:550,8640,905,26,21,40,31,1198,515,0.5062809468258529,0.9900340420982521,0.7493238861844742,0.682443930759891
output/traj15_set7_rep4_counts.csv:733,8640,820,32,29,38,26,1288,503,0.5128182729595988,0.9916736445261066,0.7632197942573061,0.6777319934303065
output/traj15_set7_rep4_counts.csv:916,8640,778,14,22,35,29,1290,500,0.5301460484649793,0.9893132860756926,0.8122497680133959,0.6595963342913487
output/traj15_set7_rep4_counts.csv:1099,8640,863,24,23,23,38,1265,489,0.4650025551307919,0.9903623342758764,0.7183655485595705,0.6538134631951635
output/traj15_set7_rep4_counts.csv:1283,8640,874,26,29,32,35,1279,535,0.4859622692483702,0.989925230859133,0.7662932370518435,0.6405223733023583
output/traj15_set7_rep4_counts.csv:1466,8640,809,29,30,33,28,1216,487,0.46754753136889765,0.991236541109363,0.7444822247453148,0.63354633619812
output/traj15_set7_rep4_counts.csv:1649,8640,826,23,21,31,39,1241,506,0.4666391768347875,0.990296304148298,0.7485620187761858,0.6294147207138674
output/traj15_set7_rep4_counts.csv:1832,8640,778,16,17,30,38,1250,530,0.49813956632308726,0.989029633469876,0.8045190937903938,0.6263023360192369
output/traj15_set7_rep5_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set7_rep5_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set7_rep5_counts.csv:183,8640,772,28,24,39,37,1297,513,0.5126909399286893,0.9906906264535008,0.7197875972683145,0.7188866192635277
output/traj15_set7_rep5_counts.csv:366,8640,794,20,29,30,31,1286,542,0.5218283592237408,0.989750389492436,0.7540620430487954,0.6991815140269472
output/traj15_set7_rep5_counts.csv:550,8640,800,27,24,27,24,1343,508,0.5139141733661664,0.9901214627816002,0.7621452228282057,0.6811777398618509
output/traj15_set7_rep5_counts.csv:733,8640,825,20,37,30,25,1191,519,0.5502162932986886,0.9895755481257382,0.8241426754501381,0.6745366890441308
output/traj15_set7_rep5_counts.csv:916,8640,871,26,17,30,34,1228,531,0.52981060941404,0.9921321384986203,0.7945999558431872,0.6723254774056678
output/traj15_set7_rep5_counts.csv:1099,8640,811,34,30,33,31,1283,502,0.48500536542137873,0.9908868583759685,0.7529007382187388,0.6502393689909131
output/traj15_set7_rep5_counts.csv:1283,8640,841,25,16,34,45,1279,526,0.5282799274390203,0.9903623342758762,0.8127097554003408,0.6561481429393212
output/traj15_set7_rep5_counts.csv:1466,8640,800,25,19,38,31,1265,503,0.44153462620188216,0.9903837248316466,0.6905118899144952,0.6457231172487639
output/traj15_set7_rep5_counts.csv:1649,8640,765,14,37,45,30,1240,515,0.45779368154367345,0.9916950350818768,0.7253595845043249,0.6362920926034358
output/traj15_set7_rep5_counts.csv:1832,8640,774,28,17,28,26,1276,490,0.4738425888670747,0.9910830902984352,0.770047182923018,0.6209540194186589
output/traj15_set7_rep6_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set7_rep6_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set7_rep6_counts.csv:183,8640,849,20,16,27,26,1228,526,0.5157845785991759,0.9899466214149027,0.7223294600117445,0.7216804046967665
output/traj15_set7_rep6_counts.csv:366,8640,829,23,25,33,23,1209,515,0.5630921659007413,0.9906245963259224,0.8161811605465298,0.6967093940067685
output/traj15_set7_rep6_counts.csv:550,8640,839,29,15,26,38,1261,487,0.4905872954069788,0.9923069798653168,0.7140677930935466,0.6927558954881361
output/traj15_set7_rep6_counts.csv:733,8640,806,21,21,29,37,1248,550,0.5411728240987779,0.9913899919202903,0.8044422155487481,0.6787338372723376
output/traj15_set7_rep6_counts.csv:916,8640,881,27,34,34,26,1250,471,0.48843791835117467,0.9914113824760601,0.736539605421695,0.6690971461813026
output/traj15_set7_rep6_counts.csv:1099,8640,870,32,19,33,34,1251,496,0.47090941011168014,0.9895969386815081,0.7230734518950137,0.6581577487719635
output/traj15_set7_rep6_counts.csv:1283,8640,859,18,29,30,28,1251,500,0.49355848615768666,0.9899038403033629,0.7697878975786113,0.6475902290277114
output/traj15_set7_rep6_counts.csv:1466,8640,928,27,25,28,41,1246,508,0.49774056488394325,0.991236541109363,0.7817469605192733,0.6424500724076566
output/traj15_set7_rep6_counts.csv:1649,8640,910,44,27,31,46,1191,526,0.4479931993234389,0.9903623342758764,0.7181454263872188,0.6300855035597749
output/traj15_set7_rep6_counts.csv:1832,8640,770,23,19,21,36,1235,519,0.47357686642702335,0.9909082489317383,0.7686523762612977,0.6217893804211718
output/traj15_set7_rep7_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set7_rep7_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set7_rep7_counts.csv:183,8640,787,32,19,32,30,1237,529,0.5250618035472838,0.9911705109817843,0.7325486507842842,0.722919711777986
output/traj15_set7_rep7_counts.csv:366,8640,858,32,28,22,43,1280,522,0.5213544846994161,0.988373049114627,0.7438805623335464,0.7091377959669133
output/traj15_set7_rep7_counts.csv:550,8640,813,29,23,29,30,1227,534,0.4889907053473802,0.9907334075650414,0.7149421767898451,0.6904181907275283
output/traj15_set7_rep7_counts.csv:733,8640,871,25,31,36,40,1261,513,0.5200574208035378,0.9916076143985282,0.7762942518090455,0.6760117347103576
output/traj15_set7_rep7_counts.csv:916,8640,837,22,26,27,37,1242,525,0.4793530323359741,0.9904711455149949,0.7284195725699077,0.6643771727327669
output/traj15_set7_rep7_counts.csv:1099,8640,765,26,27,30,24,1316,491,0.48748852138318316,0.9888101525313704,0.7450599442939314,0.6618067367931558
output/traj15_set7_rep7_counts.csv:1283,8640,879,25,32,40,33,1274,519,0.5039175007807645,0.9909956696150874,0.7602385278196588,0.6688575955930764
output/traj15_set7_rep7_counts.csv:1466,8640,741,28,27,35,31,1269,505,0.5076432561517237,0.990296304148298,0.771122255148223,0.6647536967922532
output/traj15_set7_rep7_counts.csv:1649,8640,820,27,22,31,24,1216,510,0.48060203203089474,0.990558566198344,0.7418384523372145,0.6540031967076193
output/traj15_set7_rep7_counts.csv:1832,8640,883,24,31,35,29,1253,479,0.415706279323399,0.9897503894924355,0.6436289606876688,0.6525951261067976
output/traj15_set7_rep8_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set7_rep8_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set7_rep8_counts.csv:183,8640,892,34,27,36,23,1257,532,0.4950483100146293,0.9902963041482986,0.6916466992456762,0.7228206467681569
output/traj15_set7_rep8_counts.csv:366,8640,861,33,25,38,29,1249,502,0.5313884967135906,0.9898610591918229,0.7550710049612409,0.7109415525601755
output/traj15_set7_rep8_counts.csv:550,8640,771,26,20,29,31,1294,536,0.48453940181191985,0.9891598352647655,0.7047876093317184,0.6949836417043705
output/traj15_set7_rep8_counts.csv:733,8640,872,17,18,34,34,1204,516,0.5204201138217053,0.9892472559481138,0.773810162268596,0.6798387558245502
output/traj15_set7_rep8_counts.csv:916,8640,806,18,19,39,32,1255,517,0.48951379341179413,0.9912365411093632,0.7377938503239317,0.6692499845777976
output/traj15_set7_rep8_counts.csv:1099,8640,833,26,22,36,27,1215,527,0.5084409502332418,0.9911705109817843,0.7841817087966679,0.6544965143359375
output/traj15_set7_rep8_counts.csv:1283,8640,800,34,25,37,19,1222,510,0.4897020608221911,0.9901214627816006,0.7548444226385067,0.6553381755207933
output/traj15_set7_rep8_counts.csv:1466,8640,848,30,24,32,34,1195,517,0.4991757764915778,0.9908868583759687,0.7844753687411573,0.6421427428699957
output/traj15_set7_rep8_counts.csv:1649,8640,829,24,25,38,28,1290,559,0.46914214584127156,0.991215150553593,0.7467146759892627,0.6336342343517387
output/traj15_set7_rep8_counts.csv:1832,8640,865,32,21,28,25,1278,462,0.44493541903517647,0.9895095179981596,0.7171238765534146,0.6270563780337282
output/traj15_set7_rep9_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set7_rep9_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set7_rep9_counts.csv:183,8640,779,15,13,34,25,1277,533,0.5364790461145419,0.9909956696150872,0.7557843634846213,0.7165257226290717
output/traj15_set7_rep9_counts.csv:366,8640,756,17,25,29,29,1330,513,0.5409020734926063,0.9909956696150874,0.7801699050719925,0.6997278048448015
output/traj15_set7_rep9_counts.csv:550,8640,889,22,26,31,47,1329,523,0.5294092284652986,0.9890510240256466,0.7751116314333321,0.6908446737358744
output/traj15_set7_rep9_counts.csv:733,8640,806,22,25,31,27,1319,500,0.4987967842298616,0.9894667368866197,0.7483497340087915,0.6738640074808321
output/traj15_set7_rep9_counts.csv:916,8640,797,29,23,23,24,1189,536,0.5182905824739125,0.989925230859133,0.8074773283512833,0.6483888928840419
output/traj15_set7_rep9_counts.csv:1099,8640,848,20,16,29,31,1245,533,0.4706112781491584,0.9916950350818764,0.7308007830546117,0.649403300168341
output/traj15_set7_rep9_counts.csv:1283,8640,864,21,33,37,39,1339,533,0.47132073298654487,0.9881982077479295,0.747745478329586,0.6380241335342608
output/traj15_set7_rep9_counts.csv:1466,8640,761,22,20,42,32,1253,492,0.48175300676364735,0.9899466214149027,0.7708735442511042,0.6312475911346591
output/traj15_set7_rep9_counts.csv:1649,8640,843,26,25,31,26,1162,490,0.4543135592349833,0.9903623342758766,0.7231211153724296,0.6341972327223362
output/traj15_set7_rep9_counts.csv:1832,8640,810,20,29,35,43,1312,522,0.48469930830095137,0.9897503894924355,0.7817984667382766,0.626617028019603
output/traj15_set8_rep0_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set8_rep0_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set8_rep0_counts.csv:183,8640,826,21,29,25,28,1244,515,0.5288135595265355,0.9983449397497702,0.7363531160537384,0.7194724367325893
output/traj15_set8_rep0_counts.csv:366,8640,833,30,22,27,34,1266,524,0.5601255667950057,0.99812426504974,0.7866235020668569,0.7133119793605515
output/traj15_set8_rep0_counts.csv:550,8640,887,22,21,33,36,1253,522,0.5240912800633143,0.9985656144498013,0.7487357133475004,0.7010168098646391
output/traj15_set8_rep0_counts.csv:733,8640,804,25,22,29,37,1272,505,0.5122219577998178,0.9986759517998164,0.7467024624264194,0.6869080665855732
output/traj15_set8_rep0_counts.csv:916,8640,779,30,22,30,22,1216,534,0.5310658955177615,0.9976829156496788,0.7881608757080786,0.6753804402780985
output/traj15_set8_rep0_counts.csv:1099,8640,842,21,21,36,36,1281,472,0.5214919555703147,0.99812426504974,0.775814233405218,0.6732544943583879
output/traj15_set8_rep0_counts.csv:1283,8640,857,29,25,35,29,1224,528,0.4942447065019122,0.998234602399755,0.7415081374547066,0.667755622141642
output/traj15_set8_rep0_counts.csv:1466,8640,881,29,19,40,45,1241,504,0.457875129252412,0.99812426504974,0.7026997800632527,0.6530293412807097
output/traj15_set8_rep0_counts.csv:1649,8640,818,20,16,34,39,1216,511,0.48500325702060443,0.9980139276997243,0.7460261417832111,0.6512991322152423
output/traj15_set8_rep0_counts.csv:1832,8640,895,19,28,38,37,1236,494,0.498673704480883,0.9986759517998164,0.7768763563228064,0.6427562743186044
output/traj15_set8_rep1_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set8_rep1_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set8_rep1_counts.csv:183,8640,916,27,29,34,35,1313,537,0.5144792113577168,0.9975725782996636,0.7172447754457081,0.71924073144224
output/traj15_set8_rep1_counts.csv:366,8640,828,20,17,33,29,1243,527,0.5338455643591696,0.9986759517998162,0.7610604882699347,0.702353653000357
output/traj15_set8_rep1_counts.csv:550,8640,782,17,31,37,33,1283,496,0.5587085195639709,0.9980139276997247,0.8097347324215575,0.6912017012592537
output/traj15_set8_rep1_counts.csv:733,8640,813,36,29,27,36,1269,521,0.5301069006594302,0.9987862891498316,0.7782187521953874,0.6820295849887444
output/traj15_set8_rep1_counts.csv:916,8640,888,41,24,45,35,1223,541,0.5025995889633357,0.998896626499847,0.7518535050694128,0.6692139466550809
output/traj15_set8_rep1_counts.csv:1099,8640,772,16,21,35,22,1363,497,0.5270730824287766,0.9974622409496477,0.7940268060233349,0.6654071937500158
output/traj15_set8_rep1_counts.csv:1283,8640,786,21,26,38,29,1245,493,0.5577947534958639,0.9984552770997859,0.8609948112634509,0.6489085395795287
output/traj15_set8_rep1_counts.csv:1466,8640,840,33,26,31,32,1353,486,0.47250286297435784,0.9977932529996941,0.7403622884435824,0.6396425333097349
output/traj15_set8_rep1_counts.csv:1649,8640,878,32,21,36,36,1275,502,0.49132770658623304,0.9980139276997247,0.7742035725762254,0.6359036503896682
output/traj15_set8_rep1_counts.csv:1832,8640,871,29,29,31,34,1286,517,0.4395655542663835,0.9979035903497093,0.6954184731968586,0.6334595364508835
output/traj15_set8_rep2_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set8_rep2_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set8_rep2_counts.csv:183,8640,761,22,14,33,26,1218,516,0.5123237602057209,0.9983449397497705,0.7120051743501716,0.7207593443844525
output/traj15_set8_rep2_counts.csv:366,8640,829,27,18,26,30,1271,553,0.5338483000036106,0.9979035903497093,0.758347114789579,0.705587723665957
output/traj15_set8_rep2_counts.csv:550,8640,779,28,19,32,27,1274,515,0.5356589429257527,0.997677764517848,0.7767916478674488,0.6911792779292834
output/traj15_set8_rep2_counts.csv:733,8640,776,24,20,26,31,1258,561,0.5180178589249499,0.9976829156496786,0.7682412923787585,0.6757498283754245
output/traj15_set8_rep2_counts.csv:916,8640,876,23,25,40,34,1285,494,0.5160408713161038,0.9981242650497397,0.7652238002126462,0.6755699602643118
output/traj15_set8_rep2_counts.csv:1099,8640,873,30,30,42,30,1269,520,0.5257397601984124,0.9979035903497093,0.7882483819114972,0.6684944425259995
output/traj15_set8_rep2_counts.csv:1283,8640,822,21,23,39,27,1205,515,0.537115606569561,0.9981242650497402,0.8180775870516891,0.6579685061795081
output/traj15_set8_rep2_counts.csv:1466,8640,904,23,24,33,47,1238,508,0.47631825935604477,0.9986759517998164,0.727838464068641,0.6555508682777075
output/traj15_set8_rep2_counts.csv:1649,8640,738,20,25,26,31,1202,519,0.4581689897648863,0.9985656144498013,0.7212400825631513,0.6363222948721021
output/traj15_set8_rep2_counts.csv:1832,8640,863,25,23,32,35,1218,525,0.48420201794458606,0.9985656144498009,0.7605120413517932,0.6374949260869174
output/traj15_set8_rep3_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set8_rep3_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set8_rep3_counts.csv:183,8640,813,25,31,37,30,1320,556,0.5164930332889892,0.9983449397497705,0.7184024849941296,0.72018933219256
output/traj15_set8_rep3_counts.csv:366,8640,869,28,25,45,39,1245,516,0.5396681699562645,0.9982346023997555,0.765899123593833,0.7058948986453647
output/traj15_set8_rep3_counts.csv:550,8640,892,28,19,46,28,1233,526,0.50321948482687,0.9980139276997245,0.7310503791042812,0.6898567414293004
output/traj15_set8_rep3_counts.csv:733,8640,742,23,27,32,28,1275,515,0.533339355415071,0.998234602399755,0.779026339965026,0.685809862140423
output/traj15_set8_rep3_counts.csv:916,8640,774,24,27,32,23,1240,534,0.5103719588482891,0.9984552770997857,0.7664833757940006,0.6670847758957661
output/traj15_set8_rep3_counts.csv:1099,8640,814,30,25,46,32,1189,536,0.47434410910086383,0.9987862891498316,0.7167126530891418,0.6626720009120465
output/traj15_set8_rep3_counts.csv:1283,8640,898,36,24,43,45,1243,501,0.5048054237896084,0.9984552770997859,0.7723571625318948,0.6545238234465338
output/traj15_set8_rep3_counts.csv:1466,8640,790,27,35,36,33,1249,503,0.5074058770003903,0.9986759517998166,0.7813170070782459,0.6502700629957863
output/traj15_set8_rep3_counts.csv:1649,8640,900,20,31,39,42,1254,487,0.5001803190397187,0.9979035903497093,0.7834107501886507,0.6398132973924394
output/traj15_set8_rep3_counts.csv:1832,8640,740,23,25,37,31,1329,545,0.46333746432946266,0.9985656144498013,0.7422109212701509,0.6252805794420964
output/traj15_set8_rep4_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set8_rep4_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set8_rep4_counts.csv:183,8640,761,26,13,21,22,1321,508,0.5749625925639331,0.997793252999694,0.803146267292561,0.7175163384654949
output/traj15_set8_rep4_counts.csv:366,8640,826,30,19,33,33,1352,481,0.5060051338240732,0.9986759517998164,0.7186717723365761,0.705100417345233
output/traj15_set8_rep4_counts.csv:550,8640,925,33,23,29,32,1260,520,0.5154808479627682,0.99812426504974,0.7525805436856766,0.6867217069209284
output/traj15_set8_rep4_counts.csv:733,8640,846,35,22,32,33,1212,487,0.525675959321281,0.9986759517998162,0.7829321996956734,0.6723383953385595
output/traj15_set8_rep4_counts.csv:916,8640,920,25,30,34,39,1237,524,0.4895543878605627,0.9987862891498316,0.7353866729538426,0.6664478563992182
output/traj15_set8_rep4_counts.csv:1099,8640,838,21,27,41,37,1325,501,0.4967817314619648,0.9982346023997553,0.7542751658893574,0.6598401099305292
