output/traj10_set0_rep0_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj7_set9_rep5_counts.csv:0,728,0,0,0,0,0,0,0,0.9056606450708276,1.0,1.0,0.9056606450708276
output/traj7_set9_rep5_counts.csv:237,9824,979,40,34,16,16,1060,435,0.8045742266886066,0.9920602839958883,0.9028833813038024,0.8984536152466761
output/traj7_set9_rep5_counts.csv:474,9824,960,49,40,15,19,1095,448,0.7926895407172964,0.9908800222721348,0.8968571013650869,0.8923917241585203
output/traj7_set9_rep5_counts.csv:711,9824,1010,46,50,14,18,1048,470,0.7837446021523808,0.9890202914199324,0.8929481022927567,0.887272981008937
output/traj7_set9_rep5_counts.csv:948,9824,1045,47,49,13,12,1084,445,0.7819138664404945,0.9903635439534951,0.8936580190167502,0.8834083253413504
output/traj7_set9_rep5_counts.csv:1185,9824,1031,55,35,24,12,1039,428,0.7792863491213088,0.99215257730393,0.8932010741961477,0.8791959354575468
output/traj7_set9_rep5_counts.csv:1422,9824,1063,47,46,19,19,1103,460,0.7710626488641124,0.9881719213987363,0.8908771707144103,0.8756917235245945
output/traj7_set9_rep5_counts.csv:1660,9824,1044,44,37,15,6,1093,446,0.7757196303069157,0.9904342414552608,0.8994414527663888,0.8707319503556626
output/traj7_set9_rep5_counts.csv:1897,9824,990,50,46,19,13,1135,423,0.7701464543180015,0.9912394198639066,0.8959966890984363,0.8670292245798896
output/traj7_set9_rep5_counts.csv:2134,9824,1001,41,49,10,12,1140,438,0.7807336967916706,0.9905049389570273,0.9094819983097686,0.8667251635550139
output/traj7_set9_rep5_counts.csv:2371,9824,981,40,47,15,18,1072,441,0.7455315118279344,0.9912119139746911,0.8713877589743957,0.8629972172563739
output/traj7_set9_rep6_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj7_set9_rep6_counts.csv:0,728,0,0,0,0,0,0,0,0.9056606450708276,1.0,1.0,0.9056606450708276
output/traj7_set9_rep6_counts.csv:237,9824,984,44,47,16,14,1114,440,0.8048632906162997,0.9909507197739017,0.9035939446978823,0.8989886798046877
output/traj7_set9_rep6_counts.csv:474,9824,963,45,40,19,15,1111,408,0.7890425959590877,0.9926474598162945,0.8917769168617566,0.8913772858554596
output/traj7_set9_rep6_counts.csv:711,9824,965,44,41,15,15,1111,441,0.7843650813665232,0.991799089795098,0.8927033287186418,0.885642430429856
output/traj7_set9_rep6_counts.csv:948,9824,955,46,45,14,15,1082,424,0.771246336388698,0.991021417275668,0.8841125596951794,0.8801268081173775
output/traj7_set9_rep6_counts.csv:1185,9824,962,50,44,17,10,1086,403,0.7792793506479806,0.9895367697385725,0.8987680508818399,0.8763206921742591
output/traj7_set9_rep6_counts.csv:1422,9824,1057,39,39,13,20,1105,429,0.7697788253827851,0.9908093247703688,0.8922560971484811,0.8709531244246567
output/traj7_set9_rep6_counts.csv:1660,9824,1073,47,60,17,16,1091,432,0.7653599544510825,0.9910489231648834,0.8916927577568128,0.8658599643043497
output/traj7_set9_rep6_counts.csv:1897,9824,1004,55,47,22,28,1096,426,0.7685358610156872,0.9920602839958883,0.8968753729615204,0.8634866538036587
output/traj7_set9_rep6_counts.csv:2134,9824,1056,38,65,13,16,1096,455,0.7643476266649979,0.9925551665082533,0.895532718362639,0.8599491368540167
output/traj7_set9_rep6_counts.csv:2371,9824,1012,44,48,17,13,1072,450,0.7557837657990791,0.9913749047845003,0.8887214140939299,0.8577166589883476
output/traj7_set9_rep7_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj7_set9_rep7_counts.csv:0,728,0,0,0,0,0,0,0,0.9056606450708276,1.0,1.0,0.9056606450708276
output/traj7_set9_rep7_counts.csv:237,9824,930,44,52,12,12,1082,431,0.8039120487675204,0.9910921147774336,0.9022818128846178,0.8988663884266797
output/traj7_set9_rep7_counts.csv:474,9824,1039,32,49,13,17,1086,413,0.8214398275310983,0.991353308978224,0.9294318095577371,0.8913782274167715
output/traj7_set9_rep7_counts.csv:711,9824,987,54,51,11,15,1092,457,0.7779939834306104,0.9907661331578173,0.8874750627511886,0.884872923482304
output/traj7_set9_rep7_counts.csv:948,9824,1006,46,48,18,16,1082,409,0.7777884197937823,0.9913749047844992,0.8933108758526459,0.8784049515840362
output/traj7_set9_rep7_counts.csv:1185,9824,941,55,49,14,14,1077,439,0.7542532751081018,0.9903203523409433,0.8707077537210671,0.8745645755045518
output/traj7_set9_rep7_counts.csv:1422,9824,943,35,48,17,7,1062,435,0.7769034467802893,0.990243744756237,0.9043951945412035,0.8676221894680027
output/traj7_set9_rep7_counts.csv:1660,9824,1024,47,50,14,23,1105,456,0.7632933325679511,0.9893246772332742,0.8927971598386318,0.8642463766757194
output/traj7_set9_rep7_counts.csv:1897,9824,1020,54,36,16,9,1064,462,0.7755268322245489,0.9906679297668355,0.9082233213923288,0.8617385627531983
output/traj7_set9_rep7_counts.csv:2134,9824,1067,38,43,19,20,1059,429,0.7531824735973359,0.9934251323357252,0.881301821885516,0.8603928778737862
output/traj7_set9_rep7_counts.csv:2371,9824,1026,58,43,19,17,1094,449,0.76970538857947,0.9914456022862664,0.904695969326055,0.8583652456405746
output/traj7_set9_rep8_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj7_set9_rep8_counts.csv:0,728,0,0,0,0,0,0,0,0.9056606450708276,1.0,1.0,0.9056606450708276
output/traj7_set9_rep8_counts.csv:237,9824,1010,36,56,10,15,1075,431,0.8023967760081666,0.9903635439534949,0.900883742725739,0.899282502312418
output/traj7_set9_rep8_counts.csv:474,9824,956,45,34,13,11,1035,440,0.7818830511354745,0.9927181573180613,0.8826446344675616,0.892288262653703
output/traj7_set9_rep8_counts.csv:711,9824,999,50,51,10,15,1065,443,0.7783626842341672,0.9908800222721342,0.8881755190784605,0.8844940466552601
output/traj7_set9_rep8_counts.csv:948,9824,1004,43,56,12,20,1070,439,0.7822952553325111,0.9917774939888223,0.8964250475690362,0.8798151684466079
output/traj7_set9_rep8_counts.csv:1185,9824,974,51,53,20,11,1084,431,0.7846064981175197,0.9915438056772484,0.9038485380942969,0.8753029399668166
output/traj7_set9_rep8_counts.csv:1422,9824,1067,40,50,12,20,1068,442,0.7673154519068854,0.9911196206666502,0.8884250063018019,0.8717084613545242
output/traj7_set9_rep8_counts.csv:1660,9824,984,49,36,11,17,1071,410,0.7737533198919281,0.9915438056772482,0.8994979051355957,0.8676138342493517
output/traj7_set9_rep8_counts.csv:1897,9824,1009,56,47,13,15,1023,447,0.7806046350105662,0.9912335097809657,0.9120742050822189,0.8633709343097941
output/traj7_set9_rep8_counts.csv:2134,9824,1017,46,51,18,20,1094,449,0.7525091470845564,0.9906463339605597,0.882777803368772,0.8601659587684857
output/traj7_set9_rep8_counts.csv:2371,9824,950,41,39,15,14,1121,456,0.7696431967007163,0.9915869972897983,0.9042776530662201,0.8581811711449437
output/traj7_set9_rep9_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj7_set9_rep9_counts.csv:0,728,0,0,0,0,0,0,0,0.9056606450708276,1.0,1.0,0.9056606450708276
output/traj7_set9_rep9_counts.csv:237,9824,989,44,43,20,14,1081,428,0.8056532925394652,0.991445602286266,0.9045654672145741,0.8985451199543812
output/traj7_set9_rep9_counts.csv:474,9824,969,46,35,18,13,1138,392,0.7881560140174156,0.9902005531436859,0.8930455811980481,0.8911256114181405
output/traj7_set9_rep9_counts.csv:711,9824,996,46,47,22,17,1062,429,0.7811779031729694,0.9909566298568421,0.8896719087311695,0.8859748118234232
output/traj7_set9_rep9_counts.csv:948,9824,1024,40,50,18,14,1057,459,0.7848197521404486,0.9917990897950975,0.8985406626243779,0.8810027205868839
output/traj7_set9_rep9_counts.csv:1185,9824,1004,34,55,16,22,1107,447,0.7762225717061466,0.991777493988823,0.8900174386624204,0.8791783019122588
output/traj7_set9_rep9_counts.csv:1422,9824,991,49,57,19,20,1062,475,0.780754459981549,0.9920818798021624,0.9017241979609957,0.8726698856568361
output/traj7_set9_rep9_counts.csv:1660,9824,1024,55,39,18,10,1077,428,0.7633193050578485,0.9898686614411293,0.8869580367906829,0.8693463720756331
output/traj7_set9_rep9_counts.csv:1897,9824,1001,52,49,18,10,1108,455,0.7670609905807592,0.9906954356560516,0.8964150314676365,0.8637306614778124
output/traj7_set9_rep9_counts.csv:2134,9824,987,52,48,12,13,1071,407,0.7602142565920815,0.9914240064799894,0.8916236515393233,0.8599522445479922
output/traj7_set9_rep9_counts.csv:2371,9824,972,46,38,9,12,1095,424,0.7693670896793033,0.9907877289640925,0.9041157777634772,0.8590335306132313
output/traj8_set0_rep0_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj8_set0_rep0_counts.csv:0,128,0,0,0,0,0,0,0,0.9113896220844274,1.0,1.0,0.9113896220844274
output/traj8_set0_rep0_counts.csv:231,1776,183,8,8,11,8,145,185,0.7776454914976894,0.9692012843814494,0.8865301507498771,0.9050960624978748
output/traj8_set0_rep0_counts.csv:462,1776,186,7,2,6,3,138,183,0.7834663610568565,0.9746248795805896,0.8967220953908958,0.8966515847394425
output/traj8_set0_rep0_counts.csv:693,1776,194,6,4,9,11,152,210,0.786248996587159,0.9690906724425362,0.9083828642723042,0.8930477066459177
output/traj8_set0_rep0_counts.csv:924,1776,177,7,3,5,8,143,202,0.8249825265601497,0.97777543812707,0.9488683727019569,0.8890322117796258
output/traj8_set0_rep0_counts.csv:1155,1776,169,4,5,4,10,127,208,0.7995080543826796,0.9724247644858988,0.9278019667741026,0.8860636329139796
output/traj8_set0_rep0_counts.csv:1386,1776,130,7,6,7,4,149,206,0.8227506719955269,0.9770953707165914,0.9552803942209619,0.8814613478925262
output/traj8_set0_rep0_counts.csv:1617,1776,152,6,6,7,7,147,192,0.8292566457578112,0.9809606276344317,0.9608430369048885,0.8798532924113074
output/traj8_set0_rep0_counts.csv:1848,1776,142,5,6,10,8,149,205,0.8155347175947452,0.9729469077465032,0.9525001593357248,0.8799216205473787
output/traj8_set0_rep0_counts.csv:2080,1776,167,5,5,3,7,138,193,0.8271771948518111,0.9752916685068488,0.9692511967665948,0.8750803356930622
output/traj8_set0_rep0_counts.csv:2311,1776,151,6,2,6,4,156,194,0.823376044053207,0.9790277656142423,0.9646326284037141,0.8719276603890176
output/traj8_set0_rep1_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj8_set0_rep1_counts.csv:0,128,0,0,0,0,0,0,0,0.9113896220844274,1.0,1.0,0.9113896220844274
output/traj8_set0_rep1_counts.csv:231,1776,191,14,0,3,8,143,203,0.7442867289574729,0.9769429080005938,0.8414154547498289,0.9052592051772876
output/traj8_set0_rep1_counts.csv:462,1776,180,9,1,7,15,142,195,0.8000336996763625,0.9792050532228321,0.9083439442548059,0.899563901510397
output/traj8_set0_rep1_counts.csv:693,1776,187,6,3,11,4,166,215,0.7842152544449019,0.9669685144939557,0.9062127183685381,0.895245910133228
output/traj8_set0_rep1_counts.csv:924,1776,180,6,6,8,6,143,200,0.8349253949527354,0.976183042857883,0.9605397471700019,0.8904138286405606
output/traj8_set0_rep1_counts.csv:1155,1776,151,7,3,4,2,138,208,0.822027822983016,0.9808223537504452,0.9454569554441735,0.8865079973567023
output/traj8_set0_rep1_counts.csv:1386,1776,167,7,4,3,4,145,211,0.8325528901547231,0.9786277845094772,0.9637055390519794,0.8827391377016323
output/traj8_set0_rep1_counts.csv:1617,1776,197,5,6,6,8,153,198,0.8373419713714844,0.9830564242426466,0.9680802224344588,0.8797376006067376
output/traj8_set0_rep1_counts.csv:1848,1776,155,4,6,7,6,151,188,0.8051428538792799,0.9772887527624249,0.9379908749412286,0.8782031840256521
output/traj8_set0_rep1_counts.csv:2080,1776,150,6,8,6,6,139,197,0.8176860457176762,0.9753956125392096,0.9576509788297832,0.8754939072824927
output/traj8_set0_rep1_counts.csv:2311,1776,196,8,5,9,9,147,203,0.8024698556386471,0.9816801957870164,0.9356448145847971,0.8739968203398155
output/traj8_set0_rep2_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj8_set0_rep2_counts.csv:0,128,0,0,0,0,0,0,0,0.9113896220844274,1.0,1.0,0.9113896220844274
output/traj8_set0_rep2_counts.csv:231,1776,190,2,0,5,9,135,201,0.7333083325471826,0.9678083294939823,0.8378546830308502,0.9048171452413191
output/traj8_set0_rep2_counts.csv:462,1776,165,4,5,7,2,141,190,0.7754870137686112,0.9820677366815576,0.8817778677936062,0.8956659655710162
output/traj8_set0_rep2_counts.csv:693,1776,136,4,5,5,3,146,197,0.7717887853274121,0.9721367368671869,0.8889978010358923,0.8932548934737051
output/traj8_set0_rep2_counts.csv:924,1776,161,9,10,10,8,122,210,0.7878359099861219,0.9821782796436612,0.9032245410420859,0.8879525982281039
output/traj8_set0_rep2_counts.csv:1155,1776,172,1,3,3,12,143,195,0.7557727429621445,0.9756252913650478,0.8782740362746272,0.8817203455570942
output/traj8_set0_rep2_counts.csv:1386,1776,159,10,5,5,3,159,209,0.8060353655919404,0.9821962218882434,0.9312741567981798,0.8809337625175563
output/traj8_set0_rep2_counts.csv:1617,1776,169,5,6,4,6,145,199,0.804059523344455,0.9764436366578353,0.9382549356591747,0.8773099778789578
output/traj8_set0_rep2_counts.csv:1848,1776,169,6,3,7,9,148,196,0.8163969871141116,0.9756097452619859,0.9587261735733704,0.8725453515625234
output/traj8_set0_rep2_counts.csv:2080,1776,181,5,7,13,9,172,206,0.8090561350858265,0.9777920672329743,0.9513715888507939,0.869648866988513
output/traj8_set0_rep2_counts.csv:2311,1776,149,6,3,3,8,134,221,0.7963157397987083,0.9747750593627099,0.9436432570490918,0.8656711431937366
output/traj8_set0_rep3_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj8_set0_rep3_counts.csv:0,128,0,0,0,0,0,0,0,0.9113896220844274,1.0,1.0,0.9113896220844274
output/traj8_set0_rep3_counts.csv:231,1776,151,9,4,7,5,138,192,0.7457129100421442,0.9723112654369437,0.8491829388176197,0.9032699479281622
output/traj8_set0_rep3_counts.csv:462,1776,194,8,6,8,6,145,184,0.8232550329049723,0.9795289928924399,0.9379283369787399,0.8959830239843893
output/traj8_set0_rep3_counts.csv:693,1776,172,3,5,9,6,158,194,0.8227007673939803,0.9787110232281067,0.9427879544975134,0.8915069500870695
output/traj8_set0_rep3_counts.csv:924,1776,136,6,3,6,7,128,180,0.8107053363255529,0.9773246091413726,0.9344620252206823,0.8879115732441597
output/traj8_set0_rep3_counts.csv:1155,1776,161,2,3,7,7,135,181,0.8286300566933653,0.9815695636994771,0.9554275201667799,0.883702987369262
output/traj8_set0_rep3_counts.csv:1386,1776,195,5,8,5,9,150,203,0.8156918283962002,0.9762827917362505,0.9481228749658033,0.8814690016830694
output/traj8_set0_rep3_counts.csv:1617,1776,187,8,7,9,8,160,203,0.8086768467411262,0.9788700936763373,0.9396968411947895,0.8790647795581495
output/traj8_set0_rep3_counts.csv:1848,1776,196,6,8,11,12,150,183,0.8341706371427695,0.9824228416871318,0.9685517772254845,0.8764783753133086
output/traj8_set0_rep3_counts.csv:2080,1776,145,7,4,5,4,171,211,0.83334872133169,0.9804204954983368,0.9714497170713781,0.8750922605494096
output/traj8_set0_rep3_counts.csv:2311,1776,138,4,4,7,2,162,198,0.8192763198873824,0.9719884352735538,0.9636524270220843,0.8744312049372213
output/traj8_set0_rep4_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj8_set0_rep4_counts.csv:0,128,0,0,0,0,0,0,0,0.9113896220844274,1.0,1.0,0.9113896220844274
output/traj8_set0_rep4_counts.csv:231,1776,183,11,7,5,7,153,183,0.7822323389306257,0.9558837663354272,0.9051423899235718,0.9045353887318561
output/traj8_set0_rep4_counts.csv:462,1776,161,7,3,8,7,143,189,0.764674621718237,0.9685232868144205,0.8808111234854447,0.8963162384291543
output/traj8_set0_rep4_counts.csv:693,1776,169,6,3,10,3,146,170,0.7780609430192913,0.9724943795996684,0.8956846473639575,0.893316438633534
output/traj8_set0_rep4_counts.csv:924,1776,145,3,5,7,7,145,216,0.7979279619455776,0.9750379857624513,0.9197180308312216,0.8896374713377666
output/traj8_set0_rep4_counts.csv:1155,1776,152,3,6,8,2,149,186,0.8057977476946857,0.9806163747520652,0.9266823036189719,0.8867828482572944
output/traj8_set0_rep4_counts.csv:1386,1776,141,7,4,9,3,146,200,0.8309585813884792,0.9793605038321042,0.9601388043804444,0.883597089057496
output/traj8_set0_rep4_counts.csv:1617,1776,177,4,9,1,4,133,184,0.813689990841086,0.9713753872774443,0.9504429579516678,0.8812702597702736
output/traj8_set0_rep4_counts.csv:1848,1776,176,5,6,9,4,155,198,0.7651035802230828,0.9754974506089891,0.8902427725055815,0.8810367784006586
output/traj8_set0_rep4_counts.csv:2080,1776,169,5,6,4,7,130,183,0.8121726276541192,0.9783802871854992,0.9459679895185652,0.8777414490715564
output/traj8_set0_rep4_counts.csv:2311,1776,195,9,7,9,7,145,194,0.8178389623503408,0.9797200135297255,0.9566545482779194,0.8726621553740942
output/traj8_set0_rep5_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj8_set0_rep5_counts.csv:0,128,0,0,0,0,0,0,0,0.9113896220844274,1.0,1.0,0.9113896220844274
output/traj8_set0_rep5_counts.csv:231,1776,194,5,6,8,6,142,205,0.7392918903594724,0.9797107327795885,0.8344600808666267,0.9042508246629626
output/traj8_set0_rep5_counts.csv:462,1776,159,6,5,4,6,150,209,0.795066685130498,0.9749663634397152,0.9068568102387976,0.8992790050381978
output/traj8_set0_rep5_counts.csv:693,1776,144,3,4,6,10,153,176,0.7866575055129621,0.9807872608978433,0.897014293004011,0.8939094496300398
output/traj8_set0_rep5_counts.csv:924,1776,167,5,4,10,7,159,206,0.7986384854838696,0.9763919218066859,0.9198111778647342,0.8893349422570942
output/traj8_set0_rep5_counts.csv:1155,1776,172,9,7,9,8,146,209,0.8233703032022768,0.9781403004691782,0.9497839833722251,0.8863830336087498
output/traj8_set0_rep5_counts.csv:1386,1776,194,4,6,12,6,134,173,0.8158814987193709,0.9755754791491329,0.9464125309380552,0.8834925840964196
output/traj8_set0_rep5_counts.csv:1617,1776,206,4,4,6,11,154,195,0.825051296659527,0.9826620062114942,0.9534380415620708,0.8805662707209598
output/traj8_set0_rep5_counts.csv:1848,1776,156,3,3,7,8,131,220,0.8059770241491694,0.9804183690560009,0.936708400535516,0.877866882775938
output/traj8_set0_rep5_counts.csv:2080,1776,137,4,2,9,4,142,190,0.8071646719098701,0.9854746770835169,0.9353397872916558,0.8760145620730097
output/traj8_set0_rep5_counts.csv:2311,1776,156,5,10,5,4,145,205,0.8039712073419342,0.9778204532234764,0.9398378152283803,0.8748458147653138
output/traj8_set0_rep6_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj8_set0_rep6_counts.csv:0,128,0,0,0,0,0,0,0,0.9113896220844274,1.0,1.0,0.9113896220844274
output/traj8_set0_rep6_counts.csv:231,1776,160,3,6,6,8,149,206,0.7643869498874922,0.9809382891390519,0.86281000993229,0.9029536545038309
output/traj8_set0_rep6_counts.csv:462,1776,204,4,6,6,11,150,179,0.7644753798942493,0.975844287916295,0.8746932755034468,0.895575019993528
output/traj8_set0_rep6_counts.csv:693,1776,158,4,3,10,5,146,193,0.8008253383550039,0.9781977141709528,0.9201911748414403,0.8899382283992174
output/traj8_set0_rep6_counts.csv:924,1776,165,4,5,7,6,152,207,0.811735364363717,0.981642150700252,0.9331234682820821,0.8863418487316962
output/traj8_set0_rep6_counts.csv:1155,1776,179,3,8,2,2,128,179,0.8247703551936113,0.9784503941040285,0.9540939163282487,0.8835735890981306
output/traj8_set0_rep6_counts.csv:1386,1776,151,5,7,9,10,128,197,0.8293493931688559,0.9809320302700157,0.9593713879734036,0.8815141115711086
output/traj8_set0_rep6_counts.csv:1617,1776,186,6,6,15,7,150,224,0.836698379029121,0.9824929923988015,0.9683615330800696,0.8794696368935789
output/traj8_set0_rep6_counts.csv:1848,1776,177,8,4,8,7,137,210,0.8163046175825198,0.978316454366687,0.9508991554704674,0.8772669651876676
output/traj8_set0_rep6_counts.csv:2080,1776,199,5,3,3,11,158,180,0.8201089589883198,0.9825152598295311,0.9537768216571773,0.8750236190245169
output/traj8_set0_rep6_counts.csv:2311,1776,166,3,8,7,1,136,215,0.8196771879054016,0.97157772760762,0.9676149028474962,0.8716126330541909
output/traj8_set0_rep7_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj8_set0_rep7_counts.csv:0,128,0,0,0,0,0,0,0,0.9113896220844274,1.0,1.0,0.9113896220844274
output/traj8_set0_rep7_counts.csv:231,1776,157,2,6,10,4,136,197,0.6998878409065724,0.9807177663417153,0.789349217744602,0.9040405056943616
output/traj8_set0_rep7_counts.csv:462,1776,168,8,6,7,6,159,196,0.7132254805131647,0.9762240185870277,0.8146038644316385,0.8969263246467265
output/traj8_set0_rep7_counts.csv:693,1776,168,5,3,6,4,138,217,0.7811535746949619,0.9686370981311794,0.9061771645981214,0.8905678497919363
output/traj8_set0_rep7_counts.csv:924,1776,173,7,9,4,6,157,226,0.8255739572694368,0.9840099974351458,0.9462184382683504,0.8866638793381891
output/traj8_set0_rep7_counts.csv:1155,1776,166,5,4,5,8,160,209,0.83196950853584,0.9770403224790457,0.9650530334498589,0.8821169277003237
output/traj8_set0_rep7_counts.csv:1386,1776,205,3,8,4,5,141,189,0.8206421231480855,0.9744879555758913,0.9581568802092214,0.8787148650687173
output/traj8_set0_rep7_counts.csv:1617,1776,139,4,3,5,7,144,215,0.8270735261460999,0.9772972396284143,0.9665522499570405,0.8757297466919645
output/traj8_set0_rep7_counts.csv:1848,1776,219,1,2,9,11,132,201,0.8139569957802812,0.9801608328619289,0.9521244510429037,0.8722120353160213
output/traj8_set0_rep7_counts.csv:2080,1776,183,3,5,4,5,153,218,0.8217498875697661,0.9788002651966904,0.9657948811555224,0.8692944322219784
output/traj8_set0_rep7_counts.csv:2311,1776,175,7,7,10,8,152,197,0.8176844273219094,0.977236759591243,0.966229382541485,0.8656887770371506
output/traj8_set0_rep8_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj8_set0_rep8_counts.csv:0,128,0,0,0,0,0,0,0,0.9113896220844274,1.0,1.0,0.9113896220844274
output/traj8_set0_rep8_counts.csv:231,1776,165,3,7,4,5,134,190,0.7885482442492273,0.9826038382338907,0.8875623453759737,0.9041688017766556
output/traj8_set0_rep8_counts.csv:462,1776,191,6,3,6,4,128,201,0.6871486671202278,0.9788335691578149,0.7814830492669109,0.8979585781097392
output/traj8_set0_rep8_counts.csv:693,1776,156,11,6,11,5,138,190,0.7351792242014532,0.9746049683869183,0.8458993160258523,0.8921652128525106
output/traj8_set0_rep8_counts.csv:924,1776,193,6,3,7,16,139,169,0.7759143514478402,0.9803522870223124,0.8943866315891938,0.8851537090139491
output/traj8_set0_rep8_counts.csv:1155,1776,161,7,6,8,6,164,177,0.8033062817873072,0.9760201889314756,0.9357055539360335,0.87967956154893
output/traj8_set0_rep8_counts.csv:1386,1776,157,10,5,12,5,144,211,0.7966615365258773,0.9782927340240537,0.9298029901584592,0.8759062133498359
output/traj8_set0_rep8_counts.csv:1617,1776,166,4,6,4,5,140,185,0.8063381352912544,0.9789450438568321,0.9447638105919668,0.8718442835549113
output/traj8_set0_rep8_counts.csv:1848,1776,183,1,13,4,4,137,196,0.8099257067435357,0.9794493702742214,0.9515319597200927,0.8690568270963352
output/traj8_set0_rep8_counts.csv:2080,1776,180,9,2,4,6,137,199,0.8130811969359173,0.9787701967882438,0.9605197156446056,0.864996919279303
output/traj8_set0_rep8_counts.csv:2311,1776,180,7,3,10,6,136,208,0.8050655506589119,0.9744195963382941,0.9583366286444989,0.8617465622587902
output/traj8_set0_rep9_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj8_set0_rep9_counts.csv:0,128,0,0,0,0,0,0,0,0.9113896220844274,1.0,1.0,0.9113896220844274
output/traj8_set0_rep9_counts.csv:231,1776,142,6,10,4,8,145,210,0.735885598188125,0.9689530584150943,0.839578499044662,0.9050506326029658
output/traj8_set0_rep9_counts.csv:462,1776,129,4,5,4,8,139,183,0.7608155542989228,0.9706327832446489,0.8734550906948192,0.8977708628435187
output/traj8_set0_rep9_counts.csv:693,1776,185,6,10,5,6,146,197,0.754075656574323,0.9745333184305386,0.8673145653681572,0.8922414452145202
output/traj8_set0_rep9_counts.csv:924,1776,191,4,8,7,8,163,216,0.7920869384156133,0.9754150623159559,0.9171833719306697,0.8852642303409649
output/traj8_set0_rep9_counts.csv:1155,1776,168,5,2,8,5,153,211,0.8252704930089143,0.9730472211998092,0.9600091460191184,0.8833272569945727
output/traj8_set0_rep9_counts.csv:1386,1776,159,10,7,6,10,142,206,0.8092800626004389,0.9770184707478283,0.9434029204145264,0.8778298618481414
output/traj8_set0_rep9_counts.csv:1617,1776,200,3,4,8,8,159,175,0.8177611575264883,0.9813988718224189,0.9527722487992928,0.8744548000497104
output/traj8_set0_rep9_counts.csv:1848,1776,141,9,7,3,7,162,199,0.8207375737914349,0.9778631150164725,0.9602691056246819,0.8738400458064505
output/traj8_set0_rep9_counts.csv:2080,1776,175,12,3,6,9,144,178,0.8254679013407717,0.974305104639463,0.9690509449922655,0.873978904269749
output/traj8_set0_rep9_counts.csv:2311,1776,174,3,10,6,10,148,201,0.8243538064918721,0.9792771280360985,0.9645070500296018,0.8731860887452059
output/traj8_set10_rep0_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
